Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Advanced Hybrid Information Processing","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-67871-5","Shuai LiuLiyun Xia","2021","http://link.springer.com/book/10.1007/978-3-030-67871-5","Book"
"Applied Reconfigurable Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-319-30481-6","Vanderlei BonatoChristos BouganisMarek Gorgon","2016","http://link.springer.com/book/10.1007/978-3-319-30481-6","Book"
"Automated Technology for Verification and Analysis","Lecture Notes in Computer Science","","","","10.1007/978-3-319-24953-7","Bernd FinkbeinerGeguang PuLijun Zhang","2015","http://link.springer.com/book/10.1007/978-3-319-24953-7","Book"
"Web Usage Analysis and User Profiling","Lecture Notes in Computer Science","","","","10.1007/3-540-44934-5","Brij MasandMyra Spiliopoulou","2000","http://link.springer.com/book/10.1007/3-540-44934-5","Book"
"Pattern Recognition and Image Analysis","Lecture Notes in Computer Science","","","","10.1007/978-3-319-19390-8","Roberto ParedesJaime S. CardosoXosé M. Pardo","2015","http://link.springer.com/book/10.1007/978-3-319-19390-8","Book"
"Semantics, Analytics, Visualization","Lecture Notes in Computer Science","","","","10.1007/978-3-030-01379-0","Alejandra González-BeltránFrancesco OsborneDr. Silvio PeroniSahar Vahdati","2018","http://link.springer.com/book/10.1007/978-3-030-01379-0","Book"
"Advances in Visual Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-540-76856-2","George BebisRichard BoyleBahram ParvinDarko KoracinNikos ParagiosSyeda-Mahmood TanveerTao JuZicheng LiuSabine CoquillartCarolina Cruz-NeiraTorsten MüllerTom Malzbender","2007","http://link.springer.com/book/10.1007/978-3-540-76856-2","Book"
"Semantics in Data and Knowledge Bases","Lecture Notes in Computer Science","","","","10.1007/978-3-642-36008-4","Klaus-Dieter ScheweBernhard Thalheim","2013","http://link.springer.com/book/10.1007/978-3-642-36008-4","Book"
"Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-85902-2","Alexandre DolguiProf. Alain BernardDavid LemoineGregor von CieminskiDavid Romero","2021","http://link.springer.com/book/10.1007/978-3-030-85902-2","Book"
"Graph-Based Representation and Reasoning","Lecture Notes in Computer Science","","","","10.1007/978-3-031-16663-1","Tanya BraunDiana CristeaRobert Jäschke","2022","http://link.springer.com/book/10.1007/978-3-031-16663-1","Book"
"Advances in Knowledge Discovery and Data Mining","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05981-0","João GamaProf. Dr. Tianrui LiAssoc. Prof. Yang YuEnhong ChenYu ZhengFei Teng","2022","http://link.springer.com/book/10.1007/978-3-031-05981-0","Book"
"Advances in Cryptology – CRYPTO 2019","Lecture Notes in Computer Science","","","","10.1007/978-3-030-26951-7","Alexandra BoldyrevaDaniele Micciancio","2019","http://link.springer.com/book/10.1007/978-3-030-26951-7","Book"
"Evolutionary Multi-Criterion Optimization","Lecture Notes in Computer Science","","","","10.1007/978-3-642-01020-0","Matthias EhrgottCarlos M. FonsecaXavier GandibleuxJin-Kao HaoMarc Sevaux","2009","http://link.springer.com/book/10.1007/978-3-642-01020-0","Book"
"Game Theory for Networks","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-642-35582-0","Vikram KrishnamurthyQing ZhaoMinyi HuangYonggang Wen","2012","http://link.springer.com/book/10.1007/978-3-642-35582-0","Book"
"Advances in Practical Applications of Survivable Agents and Multi-Agent Systems: The PAAMS Collection","Lecture Notes in Computer Science","","","","10.1007/978-3-030-24209-1","Yves DemazeauEric MatsonJuan Manuel CorchadoDr. Fernando De la Prieta","2019","http://link.springer.com/book/10.1007/978-3-030-24209-1","Book"
"Serious Games Development and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-642-40790-1","Minhua MaManuel Fradinho OliveiraSobah PetersenJannicke Baalsrud Hauge","2013","http://link.springer.com/book/10.1007/978-3-642-40790-1","Book"
"Web Information Systems – WISE 2004","Lecture Notes in Computer Science","","","","10.1007/b103344","Xiaofang ZhouStanley SuMike P. PapazoglouMaria Elzbieta OrlowskaKeith Jeffery","2004","http://link.springer.com/book/10.1007/b103344","Book"
"Das PLAKON-Buch","Informatik-Fachberichte","","","","10.1007/978-3-662-06485-6","Roman CunisAndreas GünterHelmut Strecker","1991","http://link.springer.com/book/10.1007/978-3-662-06485-6","Book"
"Artificial Intelligence and Natural Language","Communications in Computer and Information Science","","","","10.1007/978-3-030-34518-1","Dmitry UstalovAndrey FilchenkovLidia Pivovarova","2019","http://link.springer.com/book/10.1007/978-3-030-34518-1","Book"
"Emerging Technologies for Education","Lecture Notes in Computer Science","","","","10.1007/978-3-319-52836-6","Ting-Ting WuRosella GennariYueh-Min HuangHaoran XieYiwei Cao","2017","http://link.springer.com/book/10.1007/978-3-319-52836-6","Book"
"Mobile Computing, Applications, and Services","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-642-32320-1","Joy Ying ZhangJarek WilkiewiczAni Nahapetian","2012","http://link.springer.com/book/10.1007/978-3-642-32320-1","Book"
"Artificial Intelligence for Communications and Networks","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-90196-7","Xianbin WangKai-Kit WongShanji ChenMingqian Liu","2021","http://link.springer.com/book/10.1007/978-3-030-90196-7","Book"
"Intelligence in Communication Systems","IFIP — The International Federation for Information Processing","","","","10.1007/0-387-32015-6","Roch GlithoAhmed KarmouchSamuel Pierre","2005","http://link.springer.com/book/10.1007/0-387-32015-6","Book"
"Neural Information Processing","Lecture Notes in Computer Science","","","","10.1007/978-3-319-12640-1","Chu Kiong LooKeem Siah YapKok Wai WongAndrew TeohKaizhu Huang","2014","http://link.springer.com/book/10.1007/978-3-319-12640-1","Book"
"Medical Image Computing and Computer Assisted Intervention – MICCAI 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87231-1","Prof. Dr. Marleen de BruijneProf. Dr. Philippe C. CattinStéphane CotinNicolas PadoyProf. Stefanie SpeidelYefeng ZhengCaroline Essert","2021","http://link.springer.com/book/10.1007/978-3-030-87231-1","Book"
"Machine Learning for Medical Image Reconstruction","Lecture Notes in Computer Science","","","","10.1007/978-3-030-33843-5","Florian KnollAndreas MaierDaniel RueckertJong Chul Ye","2019","http://link.springer.com/book/10.1007/978-3-030-33843-5","Book"
"Functional and Logic Programming","Lecture Notes in Computer Science","","","","10.1007/3-540-45788-7","Zhenjiang HuMario Rodríguez-Artalejo","2002","http://link.springer.com/book/10.1007/3-540-45788-7","Book"
"Web Technologies and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-319-28121-6","Ruichu CaiKang ChenLiang HongXiaoyan YangRong ZhangLei Zou","2015","http://link.springer.com/book/10.1007/978-3-319-28121-6","Book"
"Advanced Data Mining and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-540-88192-6","Changjie TangCharles X. LingXiaofang ZhouNick J. CerconeXue Li","2008","http://link.springer.com/book/10.1007/978-3-540-88192-6","Book"
"DNA Computing","Lecture Notes in Computer Science","","","","10.1007/b136914","Claudio FerrettiGiancarlo MauriClaudio Zandron","2005","http://link.springer.com/book/10.1007/b136914","Book"
"Wireless Mobile Communication and Healthcare","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-70569-5","Juan YeMichael J. O'GradyGabriele CivitareseKristina Yordanova","2021","http://link.springer.com/book/10.1007/978-3-030-70569-5","Book"
"Advances in Applied Economics, Business and Development","Communications in Computer and Information Science","","","","10.1007/978-3-642-23020-2","Qingyuan Zhou","2011","http://link.springer.com/book/10.1007/978-3-642-23020-2","Book"
"Advances in Building Information Modeling","Communications in Computer and Information Science","","","","10.1007/978-3-031-16895-6","Ozan Önder ÖzenerSalih OfluogluUmit Isikdag","2022","http://link.springer.com/book/10.1007/978-3-031-16895-6","Book"
"Engineering Multi-Agent Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-51417-4","Dr. Louise A. DennisProf. Rafael H. BordiniYves Lespérance","2020","http://link.springer.com/book/10.1007/978-3-030-51417-4","Book"
"Genetic Programming","Lecture Notes in Computer Science","","","","10.1007/978-3-030-72812-0","Dr. Ting HuNuno LourençoEric Medvet","2021","http://link.springer.com/book/10.1007/978-3-030-72812-0","Book"
"Advances in Visual Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-319-50832-0","George BebisRichard BoyleBahram ParvinDarko KoracinFatih PorikliSandra SkaffAlireza EntezariJianyuan MinDaisuke IwaiAmela SadagicCarlos ScheideggerTobias Isenberg","2016","http://link.springer.com/book/10.1007/978-3-319-50832-0","Book"
"Principles and Practice of Constraint Programming","Lecture Notes in Computer Science","","","","10.1007/978-3-319-66158-2","J. Christopher Beck","2017","http://link.springer.com/book/10.1007/978-3-319-66158-2","Book"
"String Processing and Information Retrieval","Lecture Notes in Computer Science","","","","10.1007/b100941","Alberto ApostolicoMassimo Melucci","2004","http://link.springer.com/book/10.1007/b100941","Book"
"Applications of Invariance in Computer Vision","Lecture Notes in Computer Science","","","","10.1007/3-540-58240-1","Joseph L. MundyAndrew ZissermanDavid Forsyth","1994","http://link.springer.com/book/10.1007/3-540-58240-1","Book"
"Logic, Language, Information and Computation","Lecture Notes in Computer Science","","","","10.1007/978-3-642-02261-6","Hiroakira OnoMakoto KanazawaRuy de Queiroz","2009","http://link.springer.com/book/10.1007/978-3-642-02261-6","Book"
"AI*IA 2007: Artificial Intelligence and Human-Oriented Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-540-74782-6","Roberto BasiliMaria Teresa Pazienza","2007","http://link.springer.com/book/10.1007/978-3-540-74782-6","Book"
"Digital Libraries for Open Knowledge","Lecture Notes in Computer Science","","","","10.1007/978-3-030-30760-8","Antoine DoucetDr. Antoine IsaacKoraljka GolubTrond AalbergAdam Jatowt","2019","http://link.springer.com/book/10.1007/978-3-030-30760-8","Book"
"Computer Vision – ECCV 2012. Workshops and Demonstrations","Lecture Notes in Computer Science","","","","10.1007/978-3-642-33863-2","Andrea FusielloVittorio MurinoRita Cucchiara","2012","http://link.springer.com/book/10.1007/978-3-642-33863-2","Book"
"Human-Computer Interaction. Interaction Techniques and Novel Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78465-2","Masaaki Kurosu","2021","http://link.springer.com/book/10.1007/978-3-030-78465-2","Book"
"Advances in Swarm Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-642-38715-9","Ying TanYuhui ShiHongwei Mo","2013","http://link.springer.com/book/10.1007/978-3-642-38715-9","Book"
"Times of Convergence. Technologies Across Learning Contexts","Lecture Notes in Computer Science","","","","10.1007/978-3-540-87605-2","Pierre DillenbourgMarcus Specht","2008","http://link.springer.com/book/10.1007/978-3-540-87605-2","Book"
"Data Science","Communications in Computer and Information Science","","","","10.1007/978-981-15-7984-4","Pinle QinHongzhi WangGuanglu SunZeguang Lu","2020","http://link.springer.com/book/10.1007/978-981-15-7984-4","Book"
"Future Generation Information Technology","Lecture Notes in Computer Science","","","","10.1007/978-3-642-17569-5","Tai-hoon KimYoung-hoon LeeByeong-Ho KangDominik Ślęzak","2010","http://link.springer.com/book/10.1007/978-3-642-17569-5","Book"
"Towards Evolvable Hardware","Lecture Notes in Computer Science","","","","10.1007/3-540-61093-6","Eduardo SanchezMarco Tomassini","1996","http://link.springer.com/book/10.1007/3-540-61093-6","Book"
"Scalable Uncertainty Management","Lecture Notes in Computer Science","","","","10.1007/978-3-319-45856-4","Steven SchockaertPierre Senellart","2016","http://link.springer.com/book/10.1007/978-3-319-45856-4","Book"
"Intelligent Data Engineering and Automated Learning — IDEAL 2000. Data Mining, Financial Engineering, and Intelligent Agents","Lecture Notes in Computer Science","","","","10.1007/3-540-44491-2","Kwong Sak LeungLai-Wan ChanHelen Meng","2000","http://link.springer.com/book/10.1007/3-540-44491-2","Book"
"Bio-inspired Computing – Theories and Applications","Communications in Computer and Information Science","","","","10.1007/978-981-10-3614-9","Maoguo GongLinqiang PanTao SongGexiang Zhang","2016","http://link.springer.com/book/10.1007/978-981-10-3614-9","Book"
"Connectomics in NeuroImaging","Lecture Notes in Computer Science","","","","10.1007/978-3-030-32391-2","Markus D. SchirmerArchana VenkataramanIslem RekikMinjeong KimAi Wern Chung","2019","http://link.springer.com/book/10.1007/978-3-030-32391-2","Book"
"Integrated Uncertainty in Knowledge Modelling and Decision Making","Lecture Notes in Computer Science","","","","10.1007/978-3-642-24918-1","Yongchuan TangVan-Nam HuynhJonathan Lawry","2011","http://link.springer.com/book/10.1007/978-3-642-24918-1","Book"
"On the Move to Meaningful Internet Systems. OTM 2018 Conferences","Lecture Notes in Computer Science","","","","10.1007/978-3-030-02610-3","Hervé PanettoChristophe DebruyneHenderik A. ProperDr. Claudio Agostino ArdagnaDumitru RomanRobert Meersman","2018","http://link.springer.com/book/10.1007/978-3-030-02610-3","Book"
"Journal on Data Semantics VII","Lecture Notes in Computer Science","","","","10.1007/11890591","Stefano Spaccapietra","2006","http://link.springer.com/book/10.1007/11890591","Book"
"Image and Graphics","Lecture Notes in Computer Science","","","","10.1007/978-3-319-71598-8","Yao ZhaoXiangwei KongDavid Taubman","2017","http://link.springer.com/book/10.1007/978-3-319-71598-8","Book"
"Theoretical Aspects of Computing – ICTAC 2018","Lecture Notes in Computer Science","","","","10.1007/978-3-030-02508-3","Bernd FischerTarmo Uustalu","2018","http://link.springer.com/book/10.1007/978-3-030-02508-3","Book"
"Structured Object-Oriented Formal Language and Method","Lecture Notes in Computer Science","","","","10.1007/978-3-319-90104-6","Cong TianFumiko NagoyaShaoying LiuZhenhua Duan","2018","http://link.springer.com/book/10.1007/978-3-319-90104-6","Book"
"Biomedical Image Registration","Lecture Notes in Computer Science","","","","10.1007/978-3-030-50120-4","Žiga ŠpiclinDr. Jamie McClellandJan KybicOrcun Goksel","2020","http://link.springer.com/book/10.1007/978-3-030-50120-4","Book"
"Principles and Practice of Constraint Programming – CP 2011","Lecture Notes in Computer Science","","","","10.1007/978-3-642-23786-7","Jimmy Lee","2011","http://link.springer.com/book/10.1007/978-3-642-23786-7","Book"
"Computational Methods in Systems Biology","Lecture Notes in Computer Science","","","","10.1007/978-3-030-60327-4","Alessandro AbateDr. Tatjana PetrovProf. Dr. Verena Wolf","2020","http://link.springer.com/book/10.1007/978-3-030-60327-4","Book"
"Empowering Teaching for Digital Equity and Agency","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-59847-1","Prof. Dr. Torsten BrindaDon PasseyTherese Keane","2020","http://link.springer.com/book/10.1007/978-3-030-59847-1","Book"
"Mobile Computing, Applications, and Services","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-319-90740-6","Kazuya MuraoRen OhmuraSozo InoueYusuke Gotoh","2018","http://link.springer.com/book/10.1007/978-3-319-90740-6","Book"
"Artificial Intelligence Applications and Innovations","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-08337-2","Ilias MaglogiannisLazaros IliadisProf. John MacintyrePaulo Cortez","2022","http://link.springer.com/book/10.1007/978-3-031-08337-2","Book"
"Research in Computational Molecular Biology","Lecture Notes in Computer Science","","","","10.1007/978-3-540-78839-3","Martin VingronLimsoon Wong","2008","http://link.springer.com/book/10.1007/978-3-540-78839-3","Book"
"Modeling Decisions for Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-030-00202-2","Prof. Vicenç TorraProf. Yasuo NarukawaIsabel AguilóDr. Manuel González-Hidalgo","2018","http://link.springer.com/book/10.1007/978-3-030-00202-2","Book"
"Applied Cryptography and Network Security Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-030-61638-0","Prof. Jianying ZhouProf. Mauro ContiChuadhry Mujeeb AhmedMan Ho AuProf. Dr. Lejla BatinaZhou LiJingqiang LinEleonora LosioukBo LuoSuryadipta MajumdarDr. Weizhi MengMartín OchoaStjepan PicekGeorgios PortokalidisCong WangKehuan Zhang","2020","http://link.springer.com/book/10.1007/978-3-030-61638-0","Book"
"Discrete Optimization and Operations Research","Lecture Notes in Computer Science","","","","10.1007/978-3-319-44914-2","Yury KochetovMichael KhachayVladimir BeresnevEvgeni NurminskiPanos Pardalos","2016","http://link.springer.com/book/10.1007/978-3-319-44914-2","Book"
"Engineering Societies in the Agents World VII","Lecture Notes in Computer Science","","","","10.1007/978-3-540-75524-1","Gregory M. P. O’HareAlessandro RicciMichael J. O’GradyOğuz Dikenelli","2007","http://link.springer.com/book/10.1007/978-3-540-75524-1","Book"
"Image and Graphics Technologies and Applications","Communications in Computer and Information Science","","","","10.1007/978-981-13-1702-6","Yongtian WangZhiguo JiangYuxin Peng","2018","http://link.springer.com/book/10.1007/978-981-13-1702-6","Book"
"Neural Nets WIRN VIETRI-97","Perspectives in Neural Computing","","","","10.1007/978-1-4471-1520-5","Professor Maria MarinaroDr Roberto Tagliaferri","1998","http://link.springer.com/book/10.1007/978-1-4471-1520-5","Book"
"IoT Technologies for HealthCare","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-42029-1","Prof. Nuno M. GarciaIvan Miguel PiresRossitza Goleva","2020","http://link.springer.com/book/10.1007/978-3-030-42029-1","Book"
"Semantic Technology","Lecture Notes in Computer Science","","","","10.1007/978-3-030-41407-8","Xin WangDr. Francesca Alessandra LisiGuohui XiaoDr. Elena Botoeva","2020","http://link.springer.com/book/10.1007/978-3-030-41407-8","Book"
"Intelligent Software Methodologies, Tools and Techniques","Communications in Computer and Information Science","","","","10.1007/978-3-319-22689-7","Hamido FujitaGuido Guizzi","2015","http://link.springer.com/book/10.1007/978-3-319-22689-7","Book"
"Algorithms and Models for the Web-Graph","Lecture Notes in Computer Science","","","","10.1007/978-3-642-18009-5","Ravi KumarDandapani Sivakumar","2010","http://link.springer.com/book/10.1007/978-3-642-18009-5","Book"
"Gesture and Sign Language in Human-Computer Interaction","Lecture Notes in Computer Science","","","","10.1007/3-540-47873-6","Ipke WachsmuthTimo Sowa","2002","http://link.springer.com/book/10.1007/3-540-47873-6","Book"
"Managing Interactions in Smart Environments","","","","","10.1007/978-1-4471-0743-9","Paddy Nixon BSc, MA, PhD, CEng, MBCSGerard Lacey BA, BAI, MA, PhDSimon Dobson BSc, DPhil, CEng, MBCS","2000","http://link.springer.com/book/10.1007/978-1-4471-0743-9","Book"
"CONCUR 2011 – Concurrency Theory","Lecture Notes in Computer Science","","","","10.1007/978-3-642-23217-6","Joost-Pieter KatoenBarbara König","2011","http://link.springer.com/book/10.1007/978-3-642-23217-6","Book"
"Foundations of Intelligent Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-319-25252-0","Floriana EspositoOlivier PivertMohand-Said HacidZbigniew W. RásStefano Ferilli","2015","http://link.springer.com/book/10.1007/978-3-319-25252-0","Book"
"Machine Learning and Knowledge Extraction","Lecture Notes in Computer Science","","","","10.1007/978-3-030-84060-0","Andreas HolzingerPeter KiesebergProf. A Min TjoaEdgar Weippl","2021","http://link.springer.com/book/10.1007/978-3-030-84060-0","Book"
"Human-Computer Interaction with Mobile Devices and Services","Lecture Notes in Computer Science","","","","10.1007/b12029","Luca Chittaro","2003","http://link.springer.com/book/10.1007/b12029","Book"
"Integration of Constraint Programming, Artificial Intelligence, and Operations Research","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78230-6","Peter J. Stuckey","2021","http://link.springer.com/book/10.1007/978-3-030-78230-6","Book"
"Automated Deduction – CADE-24","Lecture Notes in Computer Science","","","","10.1007/978-3-642-38574-2","Maria Paola Bonacina","2013","http://link.springer.com/book/10.1007/978-3-642-38574-2","Book"
"On the Move to Meaningful Internet Systems: OTM 2010 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-642-16961-8","Robert MeersmanTharam DillonPilar Herrero","2010","http://link.springer.com/book/10.1007/978-3-642-16961-8","Book"
"KI 2014: Advances in Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-319-11206-0","Carsten LutzMichael Thielscher","2014","http://link.springer.com/book/10.1007/978-3-319-11206-0","Book"
"Formal Methods and Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-32409-4","Yamine Ait-AmeurProf. Shengchao Qin","2019","http://link.springer.com/book/10.1007/978-3-030-32409-4","Book"
"Intelligent Human Computer Interaction","Lecture Notes in Computer Science","","","","10.1007/978-3-319-72038-8","Patrick HorainCatherine AchardMalik Mallem","2017","http://link.springer.com/book/10.1007/978-3-319-72038-8","Book"
"Provenance and Annotation of Data and Processes","Lecture Notes in Computer Science","","","","10.1007/978-3-319-98379-0","Khalid BelhajjameAshish GehaniPinar Alper","2018","http://link.springer.com/book/10.1007/978-3-319-98379-0","Book"
"Informatics in Schools. Rethinking Computing Education","Lecture Notes in Computer Science","","","","10.1007/978-3-030-90228-5","Prof. Dr. Erik BarendsenChristos Chytas","2021","http://link.springer.com/book/10.1007/978-3-030-90228-5","Book"
"Automated Deduction—CADE-18","Lecture Notes in Computer Science","","","","10.1007/3-540-45620-1","Andrei Voronkov","2002","http://link.springer.com/book/10.1007/3-540-45620-1","Book"
"Intelligent Tutoring Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-09680-8","Scott CrossleyElvira Popescu","2022","http://link.springer.com/book/10.1007/978-3-031-09680-8","Book"
"Simulation and Synthesis in Medical Imaging","Lecture Notes in Computer Science","","","","10.1007/978-3-319-46630-9","Sotirios A. TsaftarisAli GooyaAlejandro F. FrangiJerry L. Prince","2016","http://link.springer.com/book/10.1007/978-3-319-46630-9","Book"
"Intelligent Information Processing III","IFIP International Federation for Information Processing","","","","10.1007/978-0-387-44641-7","Zhongzhi ShiK. ShimoharaD. Feng","2007","http://link.springer.com/book/10.1007/978-0-387-44641-7","Book"
"Automata, Languages and Programming","Lecture Notes in Computer Science","","","","10.1007/3-540-45465-9","Peter WidmayerStephan EidenbenzFrancisco TrigueroRafael MoralesRicardo ConejoMatthew Hennessy","2002","http://link.springer.com/book/10.1007/3-540-45465-9","Book"
"Computational Intelligence, Theory and Applications","","","","","10.1007/3-540-34783-6","Professor Dr. Bernd Reusch","2006","http://link.springer.com/book/10.1007/3-540-34783-6","Book"
"Music Technology with Swing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-01692-0","Mitsuko AramakiMatthew E. P. DaviesRichard Kronland-MartinetSølvi Ystad","2018","http://link.springer.com/book/10.1007/978-3-030-01692-0","Book"
"Computer Vision – ECCV 2016","Lecture Notes in Computer Science","","","","10.1007/978-3-319-46475-6","Bastian LeibeJiri MatasNicu SebeMax Welling","2016","http://link.springer.com/book/10.1007/978-3-319-46475-6","Book"
"Design Computing and Cognition ’04","","","","","10.1007/978-1-4020-2393-4","John S. Gero","2004","http://link.springer.com/book/10.1007/978-1-4020-2393-4","Book"
"Machine Learning for Medical Image Reconstruction","Lecture Notes in Computer Science","","","","10.1007/978-3-031-17247-2","Nandinee HaqPatricia JohnsonAndreas MaierChen QinTobias WürflJaejun Yoo","2022","http://link.springer.com/book/10.1007/978-3-031-17247-2","Book"
"From Data to Models and Back","Lecture Notes in Computer Science","","","","10.1007/978-3-030-70650-0","Juliana BowlesGiovanna BrocciaMirco Nanni","2021","http://link.springer.com/book/10.1007/978-3-030-70650-0","Book"
"Advances in Computing, Communication, and Control","Communications in Computer and Information Science","","","","10.1007/978-3-642-36321-4","Srija UnnikrishnanSunil SurveDeepak Bhoir","2013","http://link.springer.com/book/10.1007/978-3-642-36321-4","Book"
"Search-Based Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-319-99241-9","Thelma Elita ColanziPhil McMinn","2018","http://link.springer.com/book/10.1007/978-3-319-99241-9","Book"
"Intelligent Robotics and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-030-27535-8","Haibin YuDr. Jinguo LiuProf. Lianqing LiuDr. Zhaojie JuProf. Yuwang LiuDalin Zhou","2019","http://link.springer.com/book/10.1007/978-3-030-27535-8","Book"
"Knowledge Engineering: Practice and Patterns","Lecture Notes in Computer Science","","","","10.1007/978-3-540-87696-0","Aldo GangemiJérôme Euzenat","2008","http://link.springer.com/book/10.1007/978-3-540-87696-0","Book"
"Logics in AI","Lecture Notes in Computer Science","","","","10.1007/BFb0023417","D. PearceG. Wagner","1992","http://link.springer.com/book/10.1007/BFb0023417","Book"
"Human-Centered Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-662-44811-3","Stefan SauerCristian BogdanPeter ForbrigRegina BernhauptMarco Winckler","2014","http://link.springer.com/book/10.1007/978-3-662-44811-3","Book"
"RoboCup 2003: Robot Soccer World Cup VII","Lecture Notes in Computer Science","","","","10.1007/b98623","Daniel PolaniBrett BrowningAndrea BonariniKazuo Yoshida","2004","http://link.springer.com/book/10.1007/b98623","Book"
"Software Architecture","Communications in Computer and Information Science","","","","10.1007/978-3-030-59155-7","Henry MucciniParis AvgeriouDr. Barbora BuhnovaJavier CamaraMauro CaporuscioMirco FranzagoAnne KoziolekDr. Patrizia ScandurraCatia TrubianiDanny WeynsUwe Zdun","2020","http://link.springer.com/book/10.1007/978-3-030-59155-7","Book"
"Industrial and Engineering Applications of Artificial Intelligence and Expert Systems","Lecture Notes in Computer Science","","","","10.1007/BFb0024949","Fevzi BelliFranz Josef Radermacher","1992","http://link.springer.com/book/10.1007/BFb0024949","Book"
"New Contributions in Information Systems and Technologies","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-16486-1","Alvaro RochaAna Maria CorreiaSandra CostanzoLuis Paulo Reis","2015","http://link.springer.com/book/10.1007/978-3-319-16486-1","Book"
"Image Analysis and Processing — ICIAP 2015","Lecture Notes in Computer Science","","","","10.1007/978-3-319-23231-7","Vittorio MurinoEnrico Puppo","2015","http://link.springer.com/book/10.1007/978-3-319-23231-7","Book"
"Artificial Intelligence and Computational Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-642-05253-8","Hepu DengLanzhou WangFu Lee WangJingsheng Lei","2009","http://link.springer.com/book/10.1007/978-3-642-05253-8","Book"
"Discovery Science","Lecture Notes in Computer Science","","","","10.1007/978-3-642-16184-1","Bernhard PfahringerGeoff HolmesAchim Hoffmann","2010","http://link.springer.com/book/10.1007/978-3-642-16184-1","Book"
"Fuzzy Logic and Applications","Lecture Notes in Computer Science","","","","10.1007/11676935","Isabelle BlochAlfredo PetrosinoAndrea G. B. Tettamanzi","2006","http://link.springer.com/book/10.1007/11676935","Book"
"Advances in Information and Computer Security","Lecture Notes in Computer Science","","","","10.1007/978-3-319-44524-3","Kazuto OgawaKatsunari Yoshioka","2016","http://link.springer.com/book/10.1007/978-3-319-44524-3","Book"
"Advances in Neural Networks – ISNN 2011","Lecture Notes in Computer Science","","","","10.1007/978-3-642-21090-7","Derong LiuHuaguang ZhangMarios PolycarpouCesare AlippiHaibo He","2011","http://link.springer.com/book/10.1007/978-3-642-21090-7","Book"
"Knowledge Acquisition, Modeling and Management","Lecture Notes in Computer Science","","","","10.1007/BFb0026773","Enric PlazaRichard Benjamins","1997","http://link.springer.com/book/10.1007/BFb0026773","Book"
"Mobile Web and Intelligent Information Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-319-65515-4","Muhammad YounasProf. Irfan AwanIrena Holubova","2017","http://link.springer.com/book/10.1007/978-3-319-65515-4","Book"
"Artificial Intelligence for Communications and Networks","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-22968-9","Shuai HanLiang YeWeixiao Meng","2019","http://link.springer.com/book/10.1007/978-3-030-22968-9","Book"
