Last     |  Screen Name      |  Followers           |  Statuses |  Creation |  Name

2016:09  |  CatsLoveSpace    |  6374                |  7600     |  2015:12  |  Cats in space                                       |  Cats in space? Why not? They love it there!                                                                                                                                                            |  No url
2021:04  |  PhotoGhibli      |  368531              |  2763     |  2015:12  |  Studio Ghibli                                       |  Photos and Gifs dedicated for Studio Ghibli                                                                                                                                                            |  https://instagram.com/photoghibli/
2021:04  |  PicPedant        |  43900               |  11999    |  2013:11  |  PicPedant                                           |  Punctilious internet killjoy debunks fake viral images and attributes uncredited real ones. Not actually a cat.                                                                                        |  No url
2021:04  |  poorlycatdraw    |  420901              |  3987     |  2016:10  |  poorly drawn cats                                   |  my name is helosa, im from brazil, and i like to draw cats                                                                                                                                             |  https://unbound.com/books/madcat
2021:04  |  precatlady       |  5122                |  25025    |  2012:04  |  Kate Ellenberger                                    |  Premature cat lady. PhD Anthropology. Public & digital archaeologist. She/her. Available for consulting. (Personal account.) @precatlady@scholar.social                                                |  No url
2021:04  |  profwernimont    |  6135                |  39534    |  2010:09  |  Jacque Wernimont                                    |  feminist histories of quantification & commemoration (Numbered Lives - MIT Press), digital justice. Trying not to fall over. She/her                                                                   |  https://jwernimont.com/
2021:04  |  projectlumino    |  40906               |  11008    |  2009:03  |  Holly Sellors                                       |  I love to paint your pets!  Now living in Portugal with my partner, my baby boy Rio & 6 cats Mumma Marley, Jiji, Suki, Totoro,  Haku & Neko                                                            |  https://www.etsy.com/uk/shop/ProjectLumino
2021:04  |  psigrist         |  3349                |  34389    |  2009:01  |  Peter Sigrist                                       |  Communicator | Chapel End | Ex-@tes | @bcwglobal | @33digital | Fishburn Hedges | @OxfordSBS | @EdinburghUni | Inventor #LibDemPint #EduCommsPint                                                      |  https://www.linkedin.com/in/psigrist/
2021:04  |  publicknowledge  |  25074               |  21440    |  2008:03  |  Public Knowledge                                    |  Public Knowledge promotes an open internet, accessible communications tools, and balanced copyright laws.  RT's do not necessarily indicate endorsement.                                               |  https://t.co/E8FojpuhsW
2021:04  |  PuffMagicKitty   |  10344               |  1847     |  2017:07  |  Puff the Magic Kitty                                |  Rescued from a feral colony. From a land called Chi-City. Sibling to @lbkiddoshow and possible successor to @Bitchesthecat. I dont work for RC Cola.                                                   |  No url
2021:04  |  rabiasquared     |  194599              |  175618   |  2013:12  |  rabia O'chaudry                                     |  Attorney, Advocate, NYT Bestselling Author.  Host/producer of  @Undisclosedpod @thehiddendjinn  Repped by @collectivespkrs @wme contact: https://t.co/tSGHTNZQB4                                       |  https://www.rabiachaudry.com/
2021:04  |  rctatman         |  22757               |  17337    |  2010:01  |  Rachael Tatman                                      |  Developer Advocate  @Rasa_HQ. Making NLP boring. Linguistics PhD. Data science, NLP, Stats, ML, R, Python. Tweets my own & CC-BY-SA. She/her.                                                          |  https://rctatman.com/
2021:04  |  RealSexyCyborg   |  158577              |  65914    |  2015:09  |  Naomi Wu                                            |  China's #1 Tech & DIY YouTuber Open Source, 3D Printing & Digital Fabrication, Automation, Infosec 1/18th synthetic 'It's all about merit until merit has tits'                                        |  https://youtube.com/c/SexyCyborg
2021:04  |  rebeccanagle     |  93452               |  7195     |  2009:11  |  Rebecca Nagle                                       |  Cherokee writer, advocate & language learner. Host #ThisLand podcast at @Crookedmedia Bylines @WashingtonPost @TeenVogue @HuffPost. Queer. She/hers. .                                                 |  https://thislandpodcast.com/
2021:04  |  rebeccavallas    |  21823               |  26854    |  2012:12  |  Rebecca Vallas                                      |  Senior Fellow, @tcfdotorg/@amprog. @OffKilterShow host/creator. @cleanslate_init co-founder. Former legal aid lawyer @clsphila. Chronically ill. Mother of cats.                                       |  https://tcf.org/experts/rebecca-vallas/
2021:04  |  Reedbeta         |  5217                |  40052    |  2012:02  |  Nathan Reed                                         |  3D rendering at Adobe. Formerly at 343i, Sucker Punch, & NVIDIA. Math & coding blog writer, sometime musician, sci-fi & physics nerd, cat dad, coffeeholic.                                            |  https://www.reedbeta.com/
2021:04  |  rhipratchett     |  63898               |  24311    |  2011:05  |  Rhianna Pratchett                                   |  Writer - Lost Words, Tomb Raider, Heavenly Sword, Overlord, Mirror's Edge, (#FF) Crystal of Storms. Cat Spooner. Flibbertigibbet. Repd by @casarottoramsay                                             |  https://www.rhiannapratchett.com/
2021:04  |  richmondbridge   |  5953                |  71357    |  2009:06  |  Catherine Baker                                     |  Sooner or later Eurovision explains everything. Words at @prospect_uk @HistoryToday @strangehorizons @autostraddle and more. She/her.                                                                  |  No url
2021:04  |  rogue_feminist   |  1767                |  14997    |  2020:04  |  babe for beauvoir                                   |  feminist existentialist swamp demon | anarcho-Swiftie | childless milf per the trolls | she/her                                                                                                        |  https://curiouscat.qa/rogue_feminist
2021:04  |  rtraister        |  225456              |  32833    |  2009:01  |  Rebecca Traister                                    |  Writer @NYMag & @TheCut Author, Good and Mad: https://t.co/X397hsXkMh rtraister{at}gmail                                                                                                               |  https://www.rebeccatraister.com/
2021:04  |  RubyStiff        |  211                 |  14683    |  2020:01  |  Spleens the Cat                                     |  This my void and I'll scream if I want to... Author, Architecture student and Questionable Equestrian. She/Her.                                                                                        |  https://www.amazon.com.au/Hazardous-Ruby-Stiff/dp/1535207728
2021:04  |  SamTecle         |  5492                |  57131    |  2009:12  |  Sam                                                 |  Black Cultural Studies PhD student hiding out in a Soci. Dept Studying Black Atlantic (dis)continuities. Repairing (my) broken imagination(s) from bad education                                       |  No url
2021:04  |  sarahemclaugh    |  23325               |  25257    |  2012:12  |  Sarah McLaughlin                                    |  Advocate at @TheFIREorg. Tweets about free expression, dissent, and academic freedom. Campaigning to be the next Gritty Guard. Opinions are my own.                                                    |  https://thefire.org/author/sarahm/
2021:04  |  sarahjeong       |  118327              |  107684   |  2009:06  |  sarah jeong                                         |  lawyer by training, journalist by vocation. @nytimes @verge @motherboard and elsewhere. not actually a Pokemon.                                                                                        |  No url
2021:04  |  scottlincicome   |  48963               |  178323   |  2009:12  |  Scott Lincicome                                     |  @CatoInstitute Senior Fellow, @DukeLaw adjunct, @TheDispatch newsletter-er. Chief Neoliberal Shill 2020. CHRTS. You didn't read the article, did you?                                                  |  https://www.cato.org/people/scott-lincicome
2021:04  |  ShouldHaveCat    |  1406970             |  483      |  2020:09  |  Why you should have a cat                           |  The perfect account to show to your parents when you want a cat                                                                                                                                        |  No url
2021:04  |  sjnadvocate      |  3102                |  1600     |  2017:06  |  Sam Allison-Natale                                  |  Socialism and other wholesome things (often dog photos)  Former Bronx Public Defender turned Midwest Troublemaker                                                                                      |  No url
2021:04  |  soapachu         |  18986               |  153102   |  2009:02  |  badly-drawn bee                                     |  'The worst person on earth' - Guido Fawkes.   Gin/Cats/Scuba/Shouting.  OCD/Cis/Bi. She/Her.  #BLM                                                                                                     |  No url
2021:04  |  sophaskins       |  9178                |  35763    |  2016:08  |  cron mom                                            |  Sophie Haskins / ops witch / catmom to Awk and Sed / smalltown girl living in a lonely world / restoring workstations @ https://t.co/3xyNs5I7wh                                                        |  https://blog.sophaskins.net/
2021:04  |  splcenter        |  445493              |  35570    |  2009:08  |  Southern Poverty Law Center                         |  Catalyst for racial justice in the South and beyond, working in partnership with communities to dismantle white supremacy, strengthen intersectional movements..                                       |  https://www.splcenter.org/
2021:04  |  Steph_Sheridan_  |  2448                |  2813     |  2017:06  |  Stephanie                                           |  Co-founder and CEO of Glitch Goods. Manager & Producer for @rob_sheridan. Solar and renewable energy advocate.  Glitch Bitch.  she/her                                                                 |  https://linktr.ee/Stephanie_Sheridan_
2021:04  |  stephenniem      |  12719               |  12848    |  2009:05  |  Dr. Stephennie Mulder                               |  Prof Islamic art @UTAustin, President of @MideastMedieval, Syria, archaeology & heritage, author of THE CITIZEN KANE OF ISLAM-CENTRIC CAT-THEMED TWITTER THREADS                                       |  https://utexas.academia.edu/StephennieMulder
2021:04  |  SuziOvens        |  1458                |  16664    |  2009:03  |  Suzi Ovens                                          |  Dr. Frankenstein of furniture. Photographer & scriptwriter. Medically interesting. Mostly cats & alpacas.                                                                                              |  https://www.suziovens.com/
2021:04  |  syllabussmasher  |  2894                |  3631     |  2009:06  |  Hannah Allison-Natale                               |  Para Educator organizing with @CWAunion and @dsasocmaj. Serving on @demsocialists National Political Committee.                                                                                        |  https://bit.ly/hannahDSA100K
2021:04  |  taramurtha       |  5549                |  10257    |  2009:03  |  Tara Murtha                                         |  Writer. Bobbie Gentry expert. Working cat mom. Author https://t.co/ezRkZF7qze Say hey: murthatara@gmail.com                                                                                            |  https://taramurtha.pressfolios.com/
2021:04  |  teamtrace        |  35757               |  29761    |  2015:06  |  The Trace                                           |  A nonprofit newsroom dedicated to shining a light on America's gun violence crisis. Sign up for our newsletter: https://t.co/jpNdYjvjdO                                                                |  https://t.co/RQnKRPPfdS
2021:04  |  thatpsychprof    |  6062                |  12309    |  2009:05  |  Dr. Rajiv Jhangiani                                 |  Associate Vice President, Teaching and Learning @KwantlenU  Father, ukulelist, tennis player, retired dancer, open education advocate                                                                  |  https://thatpsychprof.com/
2021:04  |  thatsgoodweb     |  18413               |  76101    |  2010:08  |                                                      |  you want to know when the end times are coming? look behind you. BLM/ACAB                                                                                                                              |  https://curiouscat.qa/thatsgoodweb
2021:04  |  theADHDacademic  |  2004                |  4024     |  2016:12  |  The ADHD Academic                                   |  Navigating academia while distracted by shiny things. Advocating for meaningful #diversity & #inclusion. #AcademicTwitter #HigherEd #STEMDiversity                                                     |  No url
2021:04  |  TheAtlantic      |  2107613             |  193286   |  2009:04  |  The Atlantic                                        |  Politics, culture, business, science, technology, health, education, global affairs, more. For assistance, visit https://t.co/j2epQBorJZ                                                               |  https://t.co/pI6FUBgQdl
2021:04  |  thebrownhijabi   |  19426               |  13185    |  2015:06  |  Suhaiymah Manzoor-Khan                              |  poeducator disrupting ideas of history, race, knowledge & violence; Postcolonial Banter author; @breakinbinaries host; @qmul research fellow; info@suhaiymah.com                                       |  https://www.suhaiymah.com/
2021:04  |  thecatreviewer   |  56126               |  25489    |  2015:03  |  The Cat Reviewer                                    |  Welcome to The Cat Reviewer. Fussed a cat on the street that isn't yours? Please send in a review! Run by @billybixby                                                                                  |  No url
2021:04  |  theparsleycat    |  235                 |  504      |  2019:03  |  parsley                                             |  Im a dusty kitten with a penchant for snuggles and shoulders, my sis is @fennelcat, my parents are @fennelfriend and @croi_coinin                                                                      |  No url
2021:04  |  theredword       |  627                 |  1791     |  2010:05  |  Andy Redwood                                        |  Animator, proofreader and full-time cat-wrangler, based in Barcelona. Motion graphics on climate change, strong supporter of a #GreenNewDeal                                                           |  https://verytalltrees.com/
2021:04  |  thesamwisest     |  6523                |  30171    |  2018:07  |  Samwise  is Still Distancing                        |  They/Them | Disability Advocate | Accessibility Director @ChromatiChimera, @NoInitiativeTV | Emi on #WovenRealm  | Ro on #TheSoaringCity  | Icon @ArtOfDel                                             |  https://linktr.ee/thesamwisest
2021:04  |  TheSchoolOfLife  |  163497              |  22174    |  2008:08  |  The School of Life                                  |  Dedicated to helping you become calmer and more resilient. Sign up to our newsletter and receive 10% off your first order                                                                              |  https://linktr.ee/tsol
2021:04  |  ToryFibs         |  144390              |  69859    |  2010:07  |  Tory Fibs                                           |  Defeating the Tory Party at the next GE. Tweets by Cathal & Eoin                                                                                                                                       |  No url
2021:04  |  Tuesdaywithliz   |  5367                |  6023     |  2012:01  |  Liz Weintraub                                       |  A disability policy advocate who believes that #AllMeansAll and there should be no discussion involving me or my friends without us!   We all should belong.                                           |  https://www.youtube.com/channel/UCmrnZuVCOOwe5DIAGbXoQdQ
2021:04  |  urbanneurosis    |  776                 |  23223    |  2011:10  |  Jemma                                               |  Twitch Variety Streamer, herder of cats, indoor plant obsessive. She/her/they. Business enquires: urbanneurosisgames@gmail.com                                                                         |  https://twitch.tv/urbanneurosis
2021:04  |  vagina_museum    |  104501              |  12740    |  2017:03  |  Vagina Museum                                       |  World's first bricks and mortar museum dedicated to vaginas, vulvas and the gynae anatomy. Currently closed under national lockdown measures.                                                          |  https://beacons.page/v_museum
2021:04  |  vanessa_vash     |  207501              |  14190    |  2019:05  |  Vanessa Nakate                                      |  founder @TheRiseUpMovem1 @1MillionActivi1  Educate girls for Climate. vanessanakatepress@gmail.com https://t.co/ouXCFfdJej                                                                             |  https://www.1millionactiviststories.org/
2021:04  |  VGArtAndTidbits  |  85867               |  9512     |  2016:09  |  VideoGameArt&Tidbits                                |  Dedicated to official high-res video game artwork, retro ads, retro articles, and other video game goodies! Everything here is scanned by me, @Tanookikuribo                                           |  https://nintendo.com/
2021:04  |  WhoresofYore     |  469715              |  48975    |  2015:09  |  Whores of Yore                                      |  Sex History. "A Catalogue of Jilts, Cracks, Nightwalkers, Whores, She-Friends, Kind Women & Others of the Linen-Lifting Tribe                                                                          |  https://www.thewhoresofyore.com/
2021:04  |  whuber           |  1094                |  1663     |  2008:02  |  William Huber                                       |  Head of Centre for Excellence in Computer Games Education @ Abertay University. Californian living in Scotland. The dude abides.                                                                       |  https://t.co/eaPlbcuUzk
2021:04  |  WillMcAvoyACN    |  110937              |  135853   |  2012:06  |  Will McAvoy                                         |  Ombudsman for the Internet on a #MissionToCivilize. Not affiliated with @HBO or The #Newsroom. I mute notifications from nonfollowers.                                                                 |  No url
2021:04  |  Winskillfull     |  2333                |  226124   |  2009:02  |  Curses                                              |  She/Her. Screaming inside my heart. Cat content at https://t.co/KPZuZ3uCWA                                                                                                                             |  https://www.instagram.com/p/Bw9LjmkgXm0/?utm_source=ig_share_sheet&igshid=14f32evnrsui8
2021:04  |  wmarybeard       |  292783              |  48329    |  2010:12  |  mary beard                                          |  Classicist (thanks to George for the pic)                                                                                                                                                              |  https://www.the-tls.co.uk/category/a-dons-life/
2021:04  |  wordofgreen      |  5641                |  28908    |  2010:03  |  Rebecca Green                                       |  Journalist turned copywriter. Unapologetic purveyor of puns. Chair of Transgender Education Advocates of Utah. This is my personal account. She/her/hers.                                              |  No url
2021:04  |  ZinnEdProject    |  57997               |  22547    |  2010:02  |  Zinn Ed Project                                     |  Zinn Education Project: Teaching a Peoples History offers free resources for teaching outside the textbook. Coordinated by @RethinkSchools & @TeachingChange                                           |  https://t.co/C2aUFVTgUx
2021:04  |  ZiziFothSi       |  11251               |  59764    |  2009:10  |  Katie                                               |  ADHD, cats, plants, shitposting. Sometimes I paint things! Paintings, mostly. She/her. pfp by @itsdaneesaur. yes I look like Jessica Hynes I KNOW                                                      |  https://katharinegrayart.com/
